id;char;reading;translation;jlpt_level
7337;海;うみ;sea, beach;5
7338;売る;うる;to sell (v.t.);3
7339;うるさい;うるさい;"noisy; annoying";3
7340;上着;うわぎ;coat, jacket;5
7341;絵;え;"a painting; a picture; a drawing";3
7342;映画;えいが;movie, film;5
7343;映画館;えいがかん;movie theater, cinema;5
7344;英語;えいご;English (language);5
7345;ええ;ええ;yes;5
7346;駅;えき;station;5
7347;エレベーター;エレベーター;elevator;2
7348;～円;～えん;Yen;5
7349;鉛筆;えんぴつ;pencil;5
7350;お～;お～;honorable ~ (honorific);5
7351;美味しい;おいしい;delicious, tasty;5
7352;多い;おおい;"many; there are a lot";5
7353;大きい;おおきい;big, large;5
7354;大きな;おおきな;big;5
7355;大勢;おおぜい;great number of people;5
7356;お母さん;おかあさん;mother (formal);5
7357;お菓子;おかし;confections, sweets, snack;5
7358;お金;おかね;money;5
7359;起きる;おきる;"to get up (e.g., from sleeping); to happen";3
7360;置く;おく;"to put; to lay; to place";3
7361;奥さん;おくさん;(someone else's) wife (hon.);5
7362;お酒;おさけ;"sake; alcohol";5
7363;お皿;おさら;plate, dish;5
7364;"伯父; 叔父さん";おじさん;uncle, middle-aged man;5
7365;おじいさん;おじいさん;grandfather, male senior citizen;3
7366;教える;おしえる;to teach, to inform, to instruct;5
7367;押す;おす;to push, to press, to stamp (e.g., a passport);5
7368;遅い;おそい;"slow; (to be) late";5
7369;お茶;おちゃ;(green) tea;5
7370;お手洗い;おてあらい;toilet, restroom, bathroom (lit., a place to wash one's hands);5
7371;お父さん;おとうさん;father (formal);5
7372;弟;おとうと;younger brother;5
7373;男;おとこ;man, male;5
7374;男の子;おとこのこ;boy;5
7375;一昨日;おととい;the day before yesterday;5
7376;おととし;おととし;year before last;5
7377;大人;おとな;adult;5
7378;お腹;おなか;stomach;3
7379;同じ;おなじ;same, identical;5
7380;お兄さん;おにいさん;(someone else's) older brother (formal);5
7381;お姉さん;おねえさん;older sister (formal);5
7382;"伯母さん; 叔母さん";おばさん;aunt;5
7383;おばあさん;おばあさん;grandmother, female senior-citizen;5
7384;お風呂;おふろ;a bath;1
7385;お弁当;おべんとう;a boxed lunch;5
7386;覚える;おぼえる;to learn, to commit to memory, to remember, to memorize;5
7387;おまわりさん;おまわりさん;policeman (friendly term);5
7388;重い;おもい;"heavy; serious";3
7389;面白い;おもしろい;interesting, amusing;5
7390;泳ぐ;およぐ;to swim;5
7391;降りる;おりる;to get off;3
7392;終る;おわる;to finish, to close;5
7393;音楽;おんがく;Music;5
7394;女;おんな;woman, female;5
7395;女の子;おんなのこ;girl;5
7396;～回;～かい;counter for occurrences (~ times);1
7397;～階;～かい;counter for stories (floors) of a building;4
7398;外国;がいこく;"foreign country; abroad";5
7399;外国人;がいこくじん;foreigner;5
7400;会社;かいしゃ;company, corporation;5
7401;階段;かいだん;stairs;5
7402;買い物;かいもの;shopping;5
7403;買う;かう;to buy;3
7404;返す;かえす;to return something;3
7405;帰る;かえる;to go back, to go home, to return;3
7406;顔;かお;face (body part);3
7407;かかる;かかる;it takes (amount of time, money) (v.i.);3
7408;鍵;かぎ;"a lock; a key";3
7409;書く;かく;to write;3
7410;学生;がくせい;student;5
7411;～か月;～かげつ;(number of) months;5
7412;掛ける;かける;"to put on (e.g., glasses); to hang (e.g., on a wall)";3
7413;かける;かける;"to dial/call (e.g., phone); to sit down";3
7414;傘;かさ;umbrella, parasol;5
7415;貸す;かす;to lend;5
7416;風;かぜ;wind, breeze;5
7417;風邪;かぜ;cold, flu;5
7418;方;かた;"-- honorific form for 人 (ひと) --; way of doing";3
7419;家族;かぞく;family, members of a family;5
7420;片仮名;かたかな;katakana;5
7421;～月;～がつ;month of year;5
7422;学校;がっこう;a school;5
7423;カップ;カップ;cup;1
7424;家庭;かてい;"home; family";3
7425;角;かど;corner (e.g., desk, pavement);5
7426;かばん;かばん;bag, basket;5
7427;花瓶;かびん;(flower) vase;5
7428;かぶる;かぶる;to wear, to put on (e.g., a hat on the head);3
7429;紙;かみ;paper;3
7430;カメラ;カメラ;camera;5
7431;火曜日;かようび;Tuesday;5
7432;辛い;からい;"hot and spicy; salty";5
7433;体;からだ;"body; health";5
7434;借りる;かりる;to borrow, to owe;5
7435;～がる;～がる;feel;5
7436;軽い;かるい;light, non-serious, minor;5
7437;カレー;カレー;curry (abbr. for curry and rice);1
7438;カレンダー;カレンダー;calendar;5
7439;"川; 河";かわ;river;3
7440;～側;～がわ;~ side;1
7441;可愛い;かわいい;cute, adorable;5
7442;漢字;かんじ;"kanji; Chinese character";3
7443;木;き;tree, wood, timber;5
7444;黄色;きいろ;yellow;5
7445;黄色い;きいろい;yellow;5
7446;消える;きえる;to vanish, to disappear;5
7447;聞く;きく;to hear, to listen, to ask;3
7448;北;きた;north;5
7449;ギター;ギター;guitar;5
7450;汚い;きたない;dirty, unclean, filthy;5
7451;喫茶店;きっさてん;café;5
7452;切手;きって;postal (postage) stamps;5
7453;切符;きっぷ;a ticket;5
7454;昨日;きのう;yesterday;3
7455;九;きゅう;nine;3
7456;牛肉;ぎゅうにく;beef;5
7457;牛乳;ぎゅうにゅう;milk;5
7458;今日;きょう;today, this day;5
7459;教室;きょうしつ;classroom;5
7460;兄弟;きょうだい;siblings (humble), brothers and sisters;5
7461;去年;きょねん;last year;5
7462;嫌い;きらい;dislike;5
7463;切る;きる;"to cut; to hang up (a phone)";5
7464;着る;きる;"to put on (clothes above your waist); to wear";5
7465;綺麗;きれい;pretty, clean, tidy;5
7466;"キロ; キログラム";"キロ; キログラム";(abbr.) kilo (kilogram);3
7467;"キロ; キロメートル";"キロ; キロメートル";(abbr.) kilo (kilometer);3
7468;銀行;ぎんこう;bank;5
7469;金曜日;きんようび;Friday;3
7470;九;く;nine;3
7471;薬;くすり;medicine;5
7472;下さい;ください;(with te-form verb) please do for me;5
7473;果物;くだもの;fruit;5
7474;口;くち;"job opening; mouth";5
7475;靴;くつ;shoes, footwear;5
7476;靴下;くつした;socks;5
7477;国;くに;"country; place of origin";5
7478;曇り;くもり;cloudiness, cloudy weather;3
7479;曇る;くもる;to become cloudy, to become dim;5
7480;暗い;くらい;dark, gloomy;3
7481;"～くらい; ぐらい";"～くらい; ぐらい";approximate (quantity);5
7482;クラス;クラス;a class;5
7483;グラム;グラム;gram;5
7484;来る;くる;to come;5
7485;車;くるま;car, vehicle;5
7486;黒;くろ;black;5
7487;黒い;くろい;"black; dark";5
7488;警官;けいかん;police officer;5
7489;今朝;けさ;this morning;5
7490;消す;けす;to erase, to delete, to turn off power;5
7491;結構;けっこう;"splendid; enough, tolerably";3
7492;結婚;けっこん (する);marriage (get married);5
7493;月曜日;げつようび;Monday;3
7494;玄関;げんかん;entrance (to a house or a building);4
7495;元気;げんき;health(y), energetic;5
7496;～個;～こ;counter for small items (e.g., fruits, cups);2
7497;五;ご;five;3
7498;～語;～ご;word, language;5
7499;公園;こうえん;a park;3
7500;交差点;こうさてん;intersection;5
7501;紅茶;こうちゃ;black tea;5
7502;交番;こうばん;police box;5
7503;声;こえ;voice;5
7504;コート;コート;"coat; court (e.g., tennis)";5
7505;コーヒー;コーヒー;coffee;5
7506;ここ;ここ;here, this place;3
7507;午後;ごご;afternoon, P.M.;5
7508;九日;ここのか;"nine days; ninth day of the month";5
7509;九つ;ここのつ;nine things;5
7510;午前;ごぜん;morning, A.M.;5
7511;答える;こたえる;to answer, to reply;5
7512;こちら;こちら;"this person (polite); this way (polite)";5
7513;こっち;こっち;"this person; this direction; this side";4
7514;コップ;コップ;"a tumbler; a glass";5
7515;今年;ことし;this year;5
7516;言葉;ことば;"language; word(s); expression(s)";5
7517;子供;こども;child(ren);5
7518;この;この;this;3
7519;御飯;ごはん;"rice (cooked); meal";5
7520;コピーする;コピーする;to copy;3
7521;困る;こまる;to be bothered, to have difficulty;5
7522;これ;これ;this one;5
7523;"～ころ; ～ごろ";"～ころ; ～ごろ";about, toward, approximately (time);5
7524;今月;こんげつ;this month;5
7525;今週;こんしゅう;this week;5
7526;こんな;こんな;such, like this;5
7527;今晩;こんばん;tonight, this evening;5
7528;さあ;さあ;come now, well;5
7529;～歳;～さい;~ years old;2
7530;財布;さいふ;wallet;5
7531;魚;さかな;fish;5
7532;先;さき;"future; recent, previous";5
7533;咲く;さく;to bloom;3
7534;作文;さくぶん;"essay; composition";5
7535;差す;さす;to raise (stretch out) hands, to raise (e.g., umbrella);3
7536;～冊;～さつ;counter for books;5
7537;雑誌;ざっし;magazine, journal;5
7538;砂糖;さとう;sugar;5
7539;寒い;さむい;cold (in reference to weather);5
7540;さ来年;さらいねん;year after next;5
7541;～さん;～さん;Mr. ~, Ms. ~;2
7542;三;さん;three;5
7543;散歩;さんぽ (する);walk, stroll;3
7544;四;し;four;3
7545;～時;～じ;~ o'clock (time);1
7546;塩;しお;salt;5
7547;しかし;しかし;"however; but";5
7548;時間;じかん;time;2
7549;～時間;～じかん;~ hours;5
7550;仕事;しごと;work, job, occupation, employment;5
7551;辞書;じしょ;dictionary;5
7552;静か;しずか;quiet, calm;5
7553;下;した;under, below, beneath;3
7554;七;しち;seven;3
7555;質問;しつもん;question, inquiry;5
7556;自転車;じてんしゃ;bicycle;5
7557;自動車;じどうしゃ;automobile;5
7558;死ぬ;しぬ;to die;5
7559;字引;じびき;dictionary;5
7560;自分;じぶん;myself, oneself;5
7561;閉まる;しまる;to close, to be closed;5
7562;閉める;しめる;to close, to shut;3
7563;締める;しめる;to tie, to fasten, to tighten;3
7564;"じゃ; じゃあ";"じゃ; じゃあ";well, well then;3
7565;写真;しゃしん;"a picture; a photograph";5
7566;シャツ;シャツ;shirt;5
7567;シャワー;シャワー;shower;5
7568;十;じゅう;ten;3
7569;～中;～じゅう;during, while;2
7570;～週間;～しゅうかん;~ weeks;5
7571;授業;じゅぎょう;a class (of school);2
7572;宿題;しゅくだい;homework;5
7573;上手;じょうず;be good at, skillful;5
7574;丈夫;じょうぶ;strong, solid, durable;5
7575;醤油;しょうゆ;soy sauce;5
7576;食堂;しょくどう;cafeteria, dining hall;5
7577;知る;しる;to know, to understand;5
7578;白;しろ;white;3
7579;白い;しろい;white;5
7580;～人;～じん;counter for people;5
7581;新聞;しんぶん;newspaper;5
7582;水曜日;すいようび;Wednesday;5
7583;吸う;すう;to breathe in, to suck;3
7584;スカート;スカート;skirt;5
7585;好き;すき;liking, fondness, love;5
7586;～すぎ;～すぎ;"past; to exceed, ~ too much";5
7587;少ない;すくない;"a little; a few";5
7588;すぐに;すぐに;immediately, soon;5
7589;少し;すこし;little, few;5
7590;涼しい;すずしい;cool, refreshing (in reference to weather);5
7591;～ずつ;～ずつ;at a time;5
7592;ストーブ;ストーブ;heater (lit: stove);5
7593;スプーン;スプーン;spoon;5
7594;スポーツ;スポーツ;sport(s);5
7595;ズボン;ズボン;trousers;5
7596;住む;すむ;to reside, to live in;3
7597;する;する;"to do, to try; to wear small items (e.g., necktie, watch, etc.)";3
7598;座る;すわる;to sit;5
7599;背;せい;(one's) height, stature;3
7600;生徒;せいと;"student; pupil";5
7601;セーター;セーター;sweater;5
7602;石鹸;せっけん;soap;5
7603;背広;せびろ;men's suit;5
7604;狭い;せまい;"narrow; not spacious";5
7605;ゼロ;ゼロ;zero;5
7606;千;せん;thousand;5
7607;先月;せんげつ;last month;5
7608;先週;せんしゅう;last week;5
7609;先生;せんせい;"teacher, professor; master; doctor";5
7610;洗濯;せんたく;washing, laundry;3
7611;全部;ぜんぶ;all, entire, whole;5
7612;"そう; そうです";"そう; そうです";"yes; appears, to be the case";5
7613;掃除;そうじ (する);cleaning, sweeping;3
7614;"そうして; そして";"そうして; そして";and, like that;5
7615;そこ;そこ;"that place, there; bottom, sole";2
7616;そちら;そちら;over there;5
7617;そっち;そっち;over there;5
7618;外;そと;outside, exterior;5
7619;その;その;that;3
7620;そば;そば;"near, close, beside; Japanese traditional buckwheat noodle";3
7621;空;そら;sky;5
7622;それ;それ;that one;3
7623;それから;それから;and then, after that;5
7624;それでは;それでは;in that situation, well then...;5
7625;～台;～だい;"counter for vehicles; machines";5
7626;大学;だいがく;"college; university";5
7627;大使館;たいしかん;embassy;5
7628;大丈夫;だいじょうぶ;"It's ok (all right); No need to worry; Everything is under control";5
7629;大好き;だいすき;very like-able, like very much;5
7630;大切;たいせつ;important;5
7631;台所;だいどころ;kitchen;5
7632;大変;たいへん;"very; difficult, hard";3
7633;高い;たかい;"tall, high; expensive";5
7634;～だけ;～だけ;only ~, just ~, as ~;1
7635;沢山;たくさん;many, much;5
7636;タクシー;タクシー;taxi;5
7637;出す;だす;"to take (something) out; to hand in (something)";5
7638;～たち;～たち;plural suffix;5
7639;立つ;たつ;to stand up;3
7640;たて;たて;length, height;3
7641;建物;たてもの;building;5
7642;楽しい;たのしい;enjoyable, fun;5
7643;頼む;たのむ;to request, to ask (a favor);5
7644;たばこ;たばこ;tobacco, cigarettes;5
7645;多分;たぶん;perhaps, probably, maybe;3
7646;食べ物;たべもの;food;5
7647;食べる;たべる;to eat;5
7648;卵;たまご;egg;5
7649;誰;だれ;who;5
7650;誰か;だれか;someone;3
7651;誕生日;たんじょうび;birthday;5
7652;段々;だんだん;gradually, by degrees;5
7653;小さい;ちいさい;small, little;5
7654;小さな;ちいさな;small, little;5
7655;近い;ちかい;near, close by, short;5
7656;違う;ちがう;"to be different; to differ; wrong";5
7657;近く;ちかく;"nearby; in the neighborhood";5
7658;地下鉄;ちかてつ;underground train, subway;5
7659;地図;ちず;a map;5
7660;父;ちち;(my) father;5
7661;茶色;ちゃいろ;brown;5
